47 2 22 1 2 22 6 25 23 15 22 24 46 22 24	46 22 48 45 25 23
1 2 22 6 25 23 15 22 24 46 22 24 46 22 48	45 25 23 47 2 22
6 25 23 15 22 24 46 22 24 46 22 48 45 25 23	47 2 22 1 2 22
15 22 24 46 22 24 46 22 48 45 25 23 47 2 22	46 22 24 46 22 48
46 22 24 46 22 48 45 25 23 47 2 22 1 2 22	6 25 23 15 22 24
46 22 48 45 25 23 47 2 22 1 2 22 6 25 23	15 22 24 1 2 11
45 25 23 47 2 22 1 2 22 6 25 23 15 22 24	1 2 11 4 11 5
47 2 22 1 2 22 6 25 23 15 22 24 46 22 24	46 22 48 45 25 23
1 2 22 6 25 23 15 22 24 46 22 24 46 22 48	45 25 23 47 2 22
6 25 23 15 22 24 46 22 24 46 22 48 45 25 23	47 2 22 1 2 22
15 22 24 46 22 24 46 22 48 45 25 23 47 2 22	46 22 24 46 22 48
46 22 24 46 22 48 45 25 23 47 2 22 1 2 22	6 25 23 15 22 24
46 22 48 45 25 23 47 2 22 1 2 22 6 25 23	15 22 24 1 2 11
45 25 23 47 2 22 1 2 22 6 25 23 15 22 24	1 2 11 4 11 5
47 2 22 1 2 22 6 25 23 15 22 24 46 22 24	46 22 48 45 25 23
1 2 22 6 25 23 15 22 24 46 22 24 46 22 48	45 25 23 47 2 22
6 25 23 15 22 24 46 22 24 46 22 48 45 25 23	47 2 22 1 2 22
15 22 24 46 22 24 46 22 48 45 25 23 47 2 22	46 22 24 46 22 48
46 22 24 46 22 48 45 25 23 47 2 22 1 2 22	6 25 23 15 22 24
46 22 48 45 25 23 47 2 22 1 2 22 6 25 23	15 22 24 1 2 11
45 25 23 47 2 22 1 2 22 6 25 23 15 22 24	1 2 11 4 11 5
47 2 22 1 2 22 6 25 23 15 22 24 46 13 16	46 13 18 47 2 17
1 2 22 6 25 23 15 22 24 46 13 16 46 13 18	47 2 17 46 13 21
6 25 23 15 22 24 46 13 16 46 13 18 47 2 17	46 13 21 47 2 19
15 22 24 46 13 16 46 13 18 47 2 17 46 13 21	47 2 19 45 11 14
46 13 16 46 13 18 47 2 17 46 13 21 47 2 19	45 11 14 47 2 13
46 13 18 47 2 17 46 13 21 47 2 19 45 11 14	47 2 13 45 11 14
47 2 17 46 13 21 47 2 19 45 11 14 47 2 13	45 11 14 47 2 13
46 13 21 47 2 19 45 11 14 47 2 13 46 22 24	46 22 48 45 10 23
47 2 19 45 11 14 47 2 13 46 22 24 46 22 48	45 10 23 47 2 22
45 11 14 47 2 13 46 22 24 46 22 48 45 10 23	47 2 22 1 2 22
47 2 13 46 22 24 46 22 48 45 10 23 47 2 22	1 2 22 6 10 23
46 22 24 46 22 48 45 10 23 47 2 22 1 2 22	6 10 23 15 22 24
46 22 48 45 10 23 47 2 22 1 2 22 6 10 23	15 22 24 45 36 37
45 10 23 47 2 22 1 2 22 6 10 23 15 22 24	45 36 37 6 36 37
47 2 22 1 2 22 6 10 23 15 22 24 46 11 2	45 10 12 47 2 11
1 2 22 6 10 23 15 22 24 46 11 2 45 10 12	47 2 11 46 11 2
6 10 23 15 22 24 46 11 2 45 10 12 47 2 11	46 11 2 45 10 12
15 22 24 46 11 2 45 10 12 47 2 11 46 13 16	46 13 18 47 2 17
46 11 2 45 10 12 47 2 11 46 13 16 46 13 18	47 2 17 1 2 33
45 10 12 47 2 11 46 13 16 46 13 18 47 2 17	1 2 33 4 33 5
47 2 11 46 13 16 46 13 18 47 2 17 46 13 21	47 2 19 45 11 14
46 13 16 46 13 18 47 2 17 46 13 21 47 2 19	45 11 14 47 2 13
46 13 18 47 2 17 46 13 21 47 2 19 45 11 14	47 2 13 45 11 14
47 2 17 46 13 21 47 2 19 45 11 14 47 2 13	45 11 14 47 2 13
46 13 21 47 2 19 45 11 14 47 2 13 46 22 24	46 22 48 45 10 23
47 2 19 45 11 14 47 2 13 46 22 24 46 22 48	45 10 23 47 2 22
45 11 14 47 2 13 46 22 24 46 22 48 45 10 23	47 2 22 1 2 22
47 2 13 46 22 24 46 22 48 45 10 23 47 2 22	1 2 22 6 10 23
46 22 24 46 22 48 45 10 23 47 2 22 1 2 22	6 10 23 15 22 24
46 22 48 45 10 23 47 2 22 1 2 22 6 10 23	15 22 24 45 36 37
45 10 23 47 2 22 1 2 22 6 10 23 15 22 24	45 36 37 6 36 37
47 2 22 1 2 22 6 10 23 15 22 24 46 11 2	45 10 12 47 2 11
1 2 22 6 10 23 15 22 24 46 11 2 45 10 12	47 2 11 46 11 2
6 10 23 15 22 24 46 11 2 45 10 12 47 2 11	46 11 2 45 10 12
15 22 24 46 11 2 45 10 12 47 2 11 46 13 16	46 13 18 47 2 17
46 11 2 45 10 12 47 2 11 46 13 16 46 13 18	47 2 17 1 2 33
45 10 12 47 2 11 46 13 16 46 13 18 47 2 17	1 2 33 4 33 5
47 2 11 46 13 16 46 13 18 47 2 17 46 13 21	47 2 19 45 11 14
46 13 16 46 13 18 47 2 17 46 13 21 47 2 19	45 11 14 47 2 13
46 13 18 47 2 17 46 13 21 47 2 19 45 11 14	47 2 13 45 11 14
47 2 17 46 13 21 47 2 19 45 11 14 47 2 13	45 11 14 47 2 13
46 13 21 47 2 19 45 11 14 47 2 13 46 22 24	46 22 48 45 10 23
47 2 19 45 11 14 47 2 13 46 22 24 46 22 48	45 10 23 47 2 22
45 11 14 47 2 13 46 22 24 46 22 48 45 10 23	47 2 22 1 2 22
47 2 13 46 22 24 46 22 48 45 10 23 47 2 22	1 2 22 6 10 23
46 22 24 46 22 48 45 10 23 47 2 22 1 2 22	6 10 23 15 22 24
46 22 48 45 10 23 47 2 22 1 2 22 6 10 23	15 22 24 45 36 37
45 10 23 47 2 22 1 2 22 6 10 23 15 22 24	45 36 37 6 36 37
